expense_id,amount,merchant,description,category
E763,311.28,Progressive,car insurance,Insurance
E27,7.2,Diner,dairy products,Food
E278,27.86,Taxi,parking fee,Transport
E1321,421.17,Bank,personal loan,Debt/Loans
E1174,238.78,United,airfare,Travel
E1071,210.99,Education Center,education,School
E1000,242.65,Clinic,pharmacy,Other
E74,83.29,Diner,lunch,Food
E1072,868.4,School,online course,School
E627,45.29,Disney+,spotify premium,Entertainment
E380,154.67,Water Dept,utility payment,Utilities
E1117,433.99,Online Course,study materials,School
E35,76.95,Burger King,supermarket,Food
E1324,170.72,Loan Company,credit payment,Debt/Loans
E1497,91.09,Toy Store,daycare,Kids
E49,13.54,Subway,grocery store,Food
E1394,304.19,Car Dealer,oil change,Car
E1135,513.02,School,training,School
E1106,360.34,Udemy,learning materials,School
E573,35.25,PlayStation,movies,Entertainment
E1070,225.7,Doctor Office,health checkup,Other
E904,126.29,Amazon,shoes,Other
E99,97.5,Dunkin Donuts,dinner,Food
E620,74.73,Xbox,concert ticket,Entertainment
E457,265.4,City Utilities,home utilities,Utilities
E1214,1268.59,Airlines,travel expenses,Travel
E519,1038.36,Landlord,house payment,Rent/Mortgage
E1230,343.47,Delta,flight ticket,Travel
E840,123.48,Nike,household items,Other
E1337,442.94,Car Dealer,car repair,Car
E924,79.91,Nordstrom,electronics,Other
E1316,395.2,Bank,debt payment,Debt/Loans
E1451,199.35,Toy Store,kids clothes,Kids
E1286,572.24,Chase,credit card payment,Debt/Loans
E445,62.63,Comcast,cooling,Utilities
E929,34.3,H&M,tech purchase,Other
E293,67.3,Parking Lot,gas fill up,Transport
E580,53.95,Cinema,movie ticket,Entertainment
E756,465.94,Insurance Co,home insurance,Insurance
E252,86.59,Gas Station,bus ticket,Transport
E861,115.56,Walmart,household items,Other
E97,36.57,Pizza Hut,dairy products,Food
E349,121.27,Chevron,taxi fare,Transport
E1519,626.33,Savings Account,investment,Saving
E947,142.17,Walmart,clothing purchase,Other
E1167,1219.42,Delta,tourism,Travel
E564,2368.38,Apartment Complex,rent payment,Rent/Mortgage
E878,178.32,Walmart,household items,Other
E912,132.89,H&M,clothing purchase,Other
E579,54.22,Disney+,video game,Entertainment
E819,442.11,Geico,insurance premium,Insurance
E898,162.88,Target,accessories,Other
E295,135.27,Bus Station,gas fill up,Transport
E901,153.24,Amazon,online shopping,Other
E594,5.37,Amazon Prime,streaming service,Entertainment
E1087,64.42,Bookstore,books,School
E1,63.99,Food Truck,burger,Food
E841,231.42,Department Store,gadgets,Other
E1156,1424.99,Hotel.com,travel booking,Travel
E731,469.13,Progressive,auto coverage,Insurance
E1105,512.36,Udemy,education,School
E152,30.28,Diner,meat and vegetables,Food
E597,18.29,Steam,music subscription,Entertainment
E1045,93.1,Pharmacy,hospital bill,Other
E631,51.87,Spotify,theater tickets,Entertainment
E1061,322.86,Doctor Office,health checkup,Other
E1503,686.3,Investment,retirement contribution,Saving
E1076,455.52,Bookstore,tuition,School
E738,444.97,Health Insurance,health insurance,Insurance
E214,96.88,Metro,commute,Transport
E1191,1333.03,Airbnb,travel booking,Travel
E1021,341.23,Clinic,hospital bill,Other
E1289,385.25,Credit Card,car loan,Debt/Loans
E1534,832.93,Bank,retirement contribution,Saving
E541,1880.97,Mortgage Company,lease payment,Rent/Mortgage
E1521,971.41,IRA,savings plan,Saving
E1536,585.26,IRA,investment fund,Saving
E145,40.04,Burger King,food shopping,Food
E1069,263.48,Hospital,medicine,Other
E1220,339.47,Hotel.com,flight ticket,Travel
E114,15.31,Taco Bell,snack,Food
E1104,758.35,Online Course,books,School
E469,94.91,Phone Company,internet bill,Utilities
E231,149.63,Bus Station,car ride,Transport
E916,35.07,Macy's,clothing purchase,Other
E274,34.44,Parking Lot,metro card,Transport
E1198,695.13,Airlines,travel expenses,Travel
E991,70.66,Walgreens,medication,Other
E727,328.02,Auto Insurance,medical insurance,Insurance
E259,92.13,Chevron,parking fee,Transport
E635,48.99,Concert Hall,shows,Entertainment
E1340,108.67,Mechanic,vehicle maintenance,Car
E1116,158.52,Online Course,training,School
E719,42.38,Xbox,concert ticket,Entertainment
E488,1867.15,Mortgage Company,mortgage payment,Rent/Mortgage
E174,35.62,Burger King,pizza,Food
E772,400.81,Auto Insurance,health insurance,Insurance
E219,129.62,Lyft,ride share,Transport
E319,28.03,Exxon,train ticket,Transport
E34,69.04,Subway,coffee,Food
E755,487.8,Progressive,auto coverage,Insurance
E270,110.86,Chevron,metro card,Transport
E1531,205.93,Bank,savings deposit,Saving
E1208,211.24,United,accommodation,Travel
E1392,81.45,Oil Change,car maintenance,Car
E387,234.87,Comcast,cooling,Utilities
E326,21.49,Shell,gas fill up,Transport
E1334,407.18,Car Wash,oil change,Car
E66,67.32,Food Truck,grocery store,Food
E30,78.2,McDonald's,takeout,Food
E640,75.64,Steam,concert ticket,Entertainment
E522,1972.05,Bank,lease payment,Rent/Mortgage
E1232,121.74,Delta,travel booking,Travel
E254,145.26,Train Station,car ride,Transport
E1190,1245.75,Travel Agency,hotel booking,Travel
E1541,430.46,401k,investment,Saving
E1246,774.77,United,vacation,Travel
E693,8.77,Concert Hall,shows,Entertainment
E424,107.91,Internet Provider,energy bill,Utilities
E498,2383.38,Landlord,apartment rent,Rent/Mortgage
E427,144.11,AT&T,monthly utilities,Utilities
E1383,414.09,Auto Parts,vehicle maintenance,Car
E532,1099.26,Mortgage Company,mortgage payment,Rent/Mortgage
E628,75.51,Amazon Prime,movies,Entertainment
E801,148.26,Health Insurance,medical insurance,Insurance
E236,91.47,Exxon,car ride,Transport
E207,82.87,Lyft,bus ticket,Transport
E571,76.48,Steam,movie ticket,Entertainment
E1486,119.2,Toy Store,babysitting,Kids
E1390,66.24,Tire Shop,tire replacement,Car
E524,1402.27,Real Estate,monthly rent,Rent/Mortgage
E1008,337.28,Doctor Office,medication,Other
E1328,731.23,Credit Card,car loan,Debt/Loans
E1249,354.5,Expedia,travel expenses,Travel
E942,166.02,Online Store,shoes,Other
E1522,689.5,Bank,savings deposit,Saving
E70,60.36,Pizza Hut,fast food,Food
E687,58.71,Concert Hall,gaming,Entertainment
E1352,66.81,Tire Shop,car repair,Car
E144,98.6,Diner,coffee,Food
E302,34.71,Taxi,bus ticket,Transport
E408,280.25,Electric Company,phone bill,Utilities
E812,481.86,State Farm,insurance payment,Insurance
E1501,304.07,IRA,savings transfer,Saving
E244,143.03,Shell,gas fill up,Transport
E711,42.75,Xbox,shows,Entertainment
E341,19.1,Gas Station,fuel,Transport
E839,268.77,Department Store,household items,Other
E346,115.3,Bus Station,uber ride,Transport
E836,176.69,Nordstrom,clothing purchase,Other
E792,420.01,Geico,insurance premium,Insurance
E1445,152.14,Toy Store,kids activities,Kids
E409,184.27,Comcast,monthly utilities,Utilities
E784,425.14,State Farm,medical insurance,Insurance
E888,260.42,Best Buy,retail shopping,Other
E452,84.36,Phone Company,water bill,Utilities
E291,38.39,Gas Station,fuel,Transport
E844,274.98,Nike,clothes shopping,Other
E1499,116.72,Children's Place,daycare,Kids
E1131,862.71,Online Course,study materials,School
E1049,367.73,Hospital,health checkup,Other
E662,71.81,Amazon Prime,video game,Entertainment
E598,55.52,Game Store,concert ticket,Entertainment
E288,63.56,BP,parking fee,Transport
E1129,663.99,University,education,School
E523,2283.74,Landlord,rent payment,Rent/Mortgage
E1327,449.86,Wells Fargo,mortgage interest,Debt/Loans
E650,20.07,Netflix,movie ticket,Entertainment
E194,62.21,Taco Bell,meat and vegetables,Food
E458,165.86,Internet Provider,monthly utilities,Utilities
E1465,164.73,Toy Store,babysitting,Kids
E371,63.49,Internet Provider,cooling,Utilities
E1318,480.71,Discover,credit payment,Debt/Loans
E1478,86.95,Toy Store,children supplies,Kids
E1359,487.55,Mechanic,car service,Car
E206,71.41,Exxon,metro card,Transport
E670,47.88,Theater,spotify premium,Entertainment
E280,36.59,Uber,fuel,Transport
E709,69.54,Theater,music subscription,Entertainment
E134,13.36,Local Restaurant,groceries shopping,Food
E999,133.06,Medical Center,health checkup,Other
E501,2315.03,Bank,apartment rent,Rent/Mortgage
E802,230.58,State Farm,car insurance,Insurance
E1041,146.32,Pharmacy,medical expense,Other
E343,38.33,Bus Station,transportation,Transport
E1044,149.71,Dentist,doctor visit,Other
E238,143.47,Parking Lot,ride share,Transport
E354,59.89,Comcast,power bill,Utilities
E995,366.05,Hospital,medical appointment,Other
E1078,467.35,University,learning materials,School
E36,76.46,Local Restaurant,coffee,Food
E575,6.77,Game Store,movie ticket,Entertainment
E228,138.27,Parking Lot,commute,Transport
E277,60.16,Gas Station,uber ride,Transport
E22,28.41,Taco Bell,coffee,Food
E137,94.12,KFC,weekly groceries,Food
E472,1473.67,Housing Authority,lease payment,Rent/Mortgage
E1421,482.89,Auto Parts,auto repair,Car
E1273,592.61,Discover,student loan,Debt/Loans
E1079,979.54,Education Center,learning materials,School
E1476,42.76,Babysitter,toys,Kids
E768,235.73,Health Insurance,health insurance,Insurance
E1195,1015.95,Booking.com,hotel booking,Travel
E699,57.07,Spotify,movies,Entertainment
E58,17.98,Starbucks,takeout,Food
E1011,193.39,Doctor Office,medical expense,Other
E855,135.8,H&M,fashion,Other
E433,63.9,Phone Company,monthly utilities,Utilities
E996,290.64,Walgreens,health checkup,Other
E913,188.63,Nordstrom,gadgets,Other
E373,225.82,Verizon,gas bill,Utilities
E919,48.92,Best Buy,retail shopping,Other
E875,128.44,Best Buy,tech purchase,Other
E791,475.42,State Farm,auto coverage,Insurance
E1456,126.79,Daycare,children supplies,Kids
E1473,65.58,Toy Store,kids clothes,Kids
E973,68.57,Medical Center,medical appointment,Other
E1137,65.45,Online Course,course fee,School
E690,49.42,Disney+,music subscription,Entertainment
E857,120.97,Best Buy,electronics,Other
E883,86.79,Online Store,clothes shopping,Other
E1415,379.35,Auto Parts,tire replacement,Car
E1194,1298.0,Hotel.com,trip,Travel
E1389,349.84,Auto Shop,car parts,Car
E366,185.72,Electric Company,internet bill,Utilities
E1054,207.32,Medical Center,medical appointment,Other
E397,62.09,AT&T,internet bill,Utilities
E654,57.05,Theater,streaming service,Entertainment
E292,126.79,Lyft,metro card,Transport
E1380,112.25,Mechanic,car wash,Car
E1426,321.05,Auto Shop,vehicle maintenance,Car
E1317,346.31,Bank,credit payment,Debt/Loans
E826,102.0,H&M,clothing purchase,Other
E1034,53.27,Pharmacy,health checkup,Other
E1491,93.39,Toy Store,babysitting,Kids
E1233,1008.4,Airbnb,flight ticket,Travel
E1470,116.37,Toy Store,school fees,Kids
E1505,120.43,Brokerage,savings deposit,Saving
E739,216.71,Auto Insurance,medical insurance,Insurance
E1339,201.83,Service Center,car service,Car
E625,49.24,Concert Hall,netflix subscription,Entertainment
E1149,378.29,Education Center,study materials,School
E900,163.3,Walmart,home goods,Other
E1535,159.48,IRA,investment fund,Saving
E809,237.35,Auto Insurance,insurance payment,Insurance
E54,85.71,Chipotle,dairy products,Food
E1241,508.56,Airbnb,hotel booking,Travel
E880,234.12,Macy's,gadgets,Other
E233,111.43,Lyft,bus ticket,Transport
E400,95.51,City Utilities,gas bill,Utilities
E170,48.61,Subway,supermarket,Food
E75,9.58,Starbucks,weekly groceries,Food
E724,371.18,Allstate,medical insurance,Insurance
E753,156.72,State Farm,health insurance,Insurance
E1498,197.83,Toy Store,kids activities,Kids
E1229,1459.02,United,vacation,Travel
E142,11.39,Panera Bread,lunch,Food
E1407,208.29,Service Center,car maintenance,Car
E1412,283.26,Auto Shop,car maintenance,Car
E110,66.11,Starbucks,supermarket,Food
E867,85.51,Amazon,shoes,Other
E1502,893.29,401k,investment,Saving
E76,62.93,McDonald's,fast food,Food
E7,98.43,Food Truck,meat and vegetables,Food
E1506,976.27,Bank,investment fund,Saving
E28,37.69,Dunkin Donuts,pizza,Food
E18,43.91,Food Truck,groceries shopping,Food
E849,63.53,Best Buy,electronics,Other
E830,122.85,Walmart,home goods,Other
E1226,209.82,Airlines,airfare,Travel
E554,2398.5,Landlord,housing payment,Rent/Mortgage
E1370,290.71,Auto Parts,car service,Car
E808,151.36,Health Insurance,insurance payment,Insurance
E754,490.86,Progressive,medical insurance,Insurance
E1183,958.33,Booking.com,travel expenses,Travel
E1014,313.27,Dentist,health checkup,Other
E726,174.54,Progressive,auto coverage,Insurance
E1031,261.81,CVS,prescription,Other
E621,8.69,Xbox,theater tickets,Entertainment
E728,140.51,Geico,insurance premium,Insurance
E975,153.69,Doctor Office,medical expense,Other
E1403,310.11,Auto Shop,car repair,Car
E448,71.88,Gas Company,water bill,Utilities
E29,85.82,Starbucks,grocery store,Food
E1251,589.75,Capital One,credit card payment,Debt/Loans
E61,71.23,Food Truck,burger,Food
E476,2138.31,Apartment Complex,mortgage payment,Rent/Mortgage
E1358,444.43,Auto Shop,vehicle maintenance,Car
E607,17.34,Game Store,gaming,Entertainment
E1102,789.52,Library,training,School
E771,223.98,Allstate,health insurance,Insurance
E1161,178.51,Southwest,travel booking,Travel
E154,36.77,Cafe,dairy products,Food
E1090,676.92,School,study materials,School
E431,160.3,Verizon,electricity bill,Utilities
E824,105.71,Department Store,home goods,Other
E4,29.41,Taco Bell,dinner,Food
E895,128.61,Nordstrom,tech purchase,Other
E160,41.4,Local Restaurant,breakfast,Food
E1169,1466.28,Delta,tourism,Travel
E21,10.33,McDonald's,snack,Food
E31,15.88,Food Truck,lunch,Food
E766,376.68,State Farm,car insurance,Insurance
